customer_id,order_type,date,order_id,status,product_code,product_name,product_category,price_uni,quantity,revenue
41757974,Website Order,25/09/23,4000254660,Processed,672596,Mr. Zog's Sexwax Car Air Fresheners (Strawberry),Automotive Accessories,41,1,21.97
41703705,Website Order,19/12/22,4000231536,Processed,672050,McGregors SS Garden Transplanter,Gardening General,42,1,22.5
41703705,Website Order,19/12/22,4000231536,Processed,672051,McGregors SS Cultivator,Gardening General,42,1,22.5
41708074,Website Order,9/11/23,4000259316,Processed,672594,Mr. Zog's Sexwax Car Air Fresheners (Grape),Automotive Accessories,42,1,22.5
41708074,Website Order,9/11/23,4000259315,Processed,672596,Mr. Zog's Sexwax Car Air Fresheners (Strawberry),Automotive Accessories,42,1,22.5
41732986,Website Order,7/02/24,4000269395,Processed,672050,McGregors SS Garden Transplanter,Gardening General,42,1,22.5
41721908,Website Order,19/04/24,4000274434,Processed,667819,Stainless Steel Straw 4pc Set,Barware,43,1,23.04
41664533,Website Order,8/07/22,4000213464,Processed,664944,Crayola Washable Super Tip Markers (20 Pack),Toys,43,1,23.04
41663905,Website Order,28/06/22,4000212469,Processed,662701,Hairy Maclary and Friends: 123 in Maori and English; Lynley Dodd,Childrens Books,43,1,23.04
41723279,Website Order,24/11/23,4000262128,Processed,676896,Glitter Critter CarryMe! Pencil case (Unicorn),Hobbies,44,1,23.58
41666136,Website Order,28/11/23,4000262703,Processed,672594,Mr. Zog's Sexwax Car Air Fresheners (Grape),Automotive Accessories,44,1,23.58
41751550,Website Order,29/09/22,4000220318,Processed,672062,McGregors Multi-Purpose Scissor,Gardening General,45,1,24.11
41751550,Website Order,29/09/22,4000220318,Processed,672062,McGregors Multi-Purpose Scissor,Gardening General,45,1,24.11
41686360,Website Order,10/12/23,4000265074,Processed,672064,McGregors Fruit and Flower Fertiliser (500ml),Gardening General,45,1,24.11
41686360,Website Order,27/10/23,4000257654,Processed,672058,McGregors FSC Ash Wood Trowel,Gardening General,45,1,24.11
41666209,Website Order,21/07/22,4000214566,Processed,664944,Crayola Washable Super Tip Markers (20 Pack),Toys,45,1,24.11
41746082,Website Order,26/01/23,4000233966,Processed,662701,Hairy Maclary and Friends: 123 in Maori and English; Lynley Dodd,Childrens Books,45,1,24.11
41688410,Website Order,23/03/23,4000238010,Processed,672062,McGregors Multi-Purpose Scissor,Gardening General,45,1,24.11
41703705,Website Order,1/03/24,4000270986,Processed,672063,McGregors Vege and Ornamental Fertiliser (500ml),Gardening General,45,1,24.11
41795469,Website Order,14/12/23,4000265844,Processed,672040,Maher 4pc Food Tong Set,Utensils,46,1,24.65
41666609,Website Order,31/10/22,4000223274,Processed,672040,Maher 4pc Food Tong Set,Utensils,46,1,24.65
41719949,Website Order,9/04/24,4000273659,Processed,672040,Maher 4pc Food Tong Set,Utensils,46,1,24.65
41734084,Website Order,31/07/23,4000249705,Processed,672058,McGregors FSC Ash Wood Trowel,Gardening General,47,1,25.18
41664974,Website Order,31/10/23,4000258086,Processed,663416,ProMarine Floating Phone Pouch (Black),Sanders & Grinders,47,1,25.18
41703705,Website Order,16/11/23,4000260616,Processed,670659,McGregors Herb Seeds Mixed 5 pack,Gardening General,47,1,25.18
41664009,Website Order,19/02/24,4000270195,Processed,672063,McGregors Vege and Ornamental Fertiliser (500ml),Gardening General,47,1,25.18
41679637,Website Order,16/08/22,4000216686,Processed,672064,McGregors Fruit and Flower Fertiliser (500ml),Gardening General,47,1,25.18
41666854,Website Order,30/04/23,4000241054,Processed,661143,Uno,Games & Puzzles,48,1,25.72
41664602,Website Order,19/09/23,4000254098,Processed,672059,McGregors FSC Ash Wood Weeder,Gardening General,49,1,26.25
41664602,Website Order,19/09/23,4000254098,Processed,672053,McGregors FSC Ash Wood Cultivator,Gardening General,49,1,26.25
41686360,Website Order,27/10/23,4000257654,Processed,676009,Aroha Elderflower Cordial (500ml),Beverage,49,1,26.25
41667104,Website Order,17/12/23,4000266108,Processed,664944,Crayola Washable Super Tip Markers (20 Pack),Toys,50,1,26.79
41666583,Website Order,17/11/23,4000260690,Processed,664943,Crayola SillyScents Twistable Crayons (24 Pack),Toys,50,1,26.79
41666583,Website Order,17/11/23,4000260690,Processed,664944,Crayola Washable Super Tip Markers (20 Pack),Toys,50,1,26.79
41757021,Website Order,30/11/23,4000263508,Processed,664944,Crayola Washable Super Tip Markers (20 Pack),Toys,50,1,26.79
41736076,Outbound Phone Order,30/10/23,4000257861,Processed,664943,Crayola SillyScents Twistable Crayons (24 Pack),Toys,50,1,26.79
41730240,Website Order,30/08/23,4000252393,Processed,662702,Hairy Maclary and Friends: Colours in Maori and English; Lynley Dodd,Childrens Books,50,1,26.79
41730240,Website Order,30/08/23,4000252393,Processed,662701,Hairy Maclary and Friends: 123 in Maori and English; Lynley Dodd,Childrens Books,50,1,26.79
41664554,Website Order,31/08/23,4000252572,Processed,672062,McGregors Multi-Purpose Scissor,Gardening General,50,1,26.79
41686496,Website Order,31/08/23,4000252565,Processed,664943,Crayola SillyScents Twistable Crayons (24 Pack),Toys,50,1,26.79
41757974,Website Order,15/11/23,4000260225,Processed,672068,Tiger Eye Sacral Chakra Bracelet,Jewellery,50,1,26.79
41664339,Website Order,16/11/23,4000260566,Processed,676897,Glitter Critter CarryMe! Pencil case (T-Rex),Hobbies,51,1,27.33
41719949,Website Order,11/11/22,4000224776,Processed,673282,Bartleet Pie Dish (28.5cm),Cookware,51,1,27.33
41673869,Website Order,10/10/22,4000221304,Processed,672059,McGregors FSC Ash Wood Weeder,Gardening General,52,1,27.86
41673869,Website Order,14/05/24,4000276158,Processed,672059,McGregors FSC Ash Wood Weeder,Gardening General,52,1,27.86
41680726,Website Order,16/05/23,4000242519,Processed,676010,Good Cocktail Co Strawberry Daiquiri Mix (750ml),Beverage,52,1,27.86
41665126,Website Order,28/11/23,4000262701,Processed,670799,Prince Champ Extra Duty Felt Tennis Ball Tube of 3,Racket Sports,53,1,28.4
41734221,Website Order,19/07/23,4000248484,Processed,664937,Sharpie Permanent Markers Fine Assorted Colours (Pack of 4),Toys,53,1,28.4
41736135,Website Order,25/11/23,4000262279,Processed,670799,Prince Champ Extra Duty Felt Tennis Ball Tube of 3,Racket Sports,53,1,28.4
41732280,Website Order,30/03/23,4000238751,Processed,661427,Borgonovo Ducale Stemless Wine Glass Set of 4 (380ml),Glassware,53,1,28.4
41665273,Website Order,13/04/23,4000239625,Processed,674638,Doog Stick Family Toys (Woody),Petware,54,1,28.93
41665065,Website Order,27/11/23,4000262622,Processed,677679,Country Tails Chew Toy (Cow),Petware,54,1,28.93
41741311,Website Order,28/11/23,4000262954,Processed,677679,Country Tails Chew Toy (Cow),Petware,54,1,28.93
41665004,Website Order,15/02/24,4000269862,Processed,676900,Glitter Critter PatMe! Pencil Case (Green Sparkle),Hobbies,55,1,29.47
41665312,Website Order,8/12/22,4000229932,Processed,664937,Sharpie Permanent Markers Fine Assorted Colours (Pack of 4),Toys,55,1,29.47
41666298,Website Order,13/06/23,4000244854,Processed,672068,Tiger Eye Sacral Chakra Bracelet,Jewellery,55,1,29.47
41663716,Website Order,20/07/23,4000248559,Processed,676898,Glitter Critter CarryMe! Pencil case (Shark),Hobbies,55,1,29.47
41664702,Website Order,21/04/23,4000240447,Processed,672608,Torpedo7 Umbrella (Black),Umbrellas,55,1,29.47
41693466,Website Order,20/11/23,4000261114,Processed,672054,McGregors FSC Ash Wood Cultivator w/ Long Handle,Gardening General,56,1,30
41693466,Website Order,20/11/23,4000261114,Processed,672060,McGregors FSC Ash Wood Weeder Long Handle,Gardening General,56,1,30
41693466,Website Order,20/11/23,4000261114,Processed,672055,McGregors FSC Ash Wood Scoop,Gardening General,56,1,30
41686360,Website Order,10/12/23,4000265074,Processed,672054,McGregors FSC Ash Wood Cultivator w/ Long Handle,Gardening General,56,1,30
41690830,Website Order,12/09/23,4000253406,Processed,675039,Borgonovo Alpi Tumbler 3 Pack (290ml),Glassware,56,1,30
41663905,Website Order,28/06/22,4000212469,Processed,670015,Little Kiwi's Matariki,Childrens Books,56,1,30
41712250,Website Order,25/03/24,4000272648,Processed,677681,Country Tails Rope Ring Toy (Corn),Petware,56,1,30
41691908,Website Order,16/03/23,4000237482,Processed,674620,Doog Neoprene Dog Collar (Small/Luna),Petware,56,1,30
41689927,Website Order,1/12/23,4000263751,Processed,651642,Moki Sports Earphones (Black),Earphones,58,1,31.08
41730179,Website Order,22/02/23,4000235674,Processed,658189,All Blacks Classic Kicking Tee,Ball Sports,58,1,31.08
41667101,Website Order,30/09/22,4000220407,Processed,656984,Teng Safety Glasses Anti-Fog (Clear),Tools General,58,1,31.08
41664284,Website Order,6/12/22,4000229450,Processed,672060,McGregors FSC Ash Wood Weeder Long Handle,Gardening General,58,1,31.08
41664284,Website Order,6/12/22,4000229450,Processed,672054,McGregors FSC Ash Wood Cultivator w/ Long Handle,Gardening General,58,1,31.08
41732986,Website Order,7/02/24,4000269395,Processed,672072,Aventurine Heart Chakra Bracelet,Jewellery,58,1,31.08
41732564,Email Order,27/09/23,4000254779,Processed,678263,*Special Request* Tt Lures Headlockz Extreme 9/0 2Oz Jighead,Fishing,60,1,32.15
41732564,Email Order,27/09/23,4000254779,Processed,678262,*Special Request* Tt Lures Headlockz Hd 7/0 1Oz Jighead,Fishing,60,1,32.15
41732564,Email Order,27/09/23,4000254779,Processed,678261,*Special Request* Tt Lures Headlockz Hd 8/0 2Oz Jighead,Fishing,60,1,32.15
41732564,Email Order,27/09/23,4000254779,Processed,678260,*Special Request* Tt Lures Headlockz Hd 7/0 1.5Oz Jighead,Fishing,60,1,32.15
41802027,Website Order,20/05/24,4000276697,Processed,678725,Second Nature Botanicals Uplifting Citrus Spray 50ml,Health & Wellness,60,1,32.15
41683503,Website Order,13/10/23,4000256309,Processed,677674,Doog Fetchables Fetch-a-Disc (Pink),Petware,61,1,32.68
41736698,Website Order,29/03/23,4000238619,Processed,674624,Doog Neoprene Dog Collar (Medium/Snoopy),Petware,61,1,32.68
41665260,Website Order,26/05/23,4000243465,Processed,676353,100%NZ Birds & Botanicals Tea Towel (Rifleman),Kitchenware,62,1,33.22
41663830,Website Order,29/09/23,4000255027,Processed,672041,Bartleet Mortar & Pestle 14cm,Kitchenware,62,1,33.22
41690830,Website Order,12/09/23,4000253406,Processed,675042,Borgonovo Monaco Beer Glass 2 Pack (385ml),Glassware,63,1,33.76
41665241,Website Order,22/11/22,4000226613,Processed,675042,Borgonovo Monaco Beer Glass 2 Pack (385ml),Glassware,63,1,33.76
41735109,Website Order,22/04/24,4000274551,Processed,663433,Jarvis Walker 50pc Snapper Pack,Fishing,63,1,33.76
41665065,Website Order,27/11/23,4000262622,Processed,676899,Glitter Critter CarryMe! Backpack (Bunny),Nursery & Preschool,63,1,33.76
41705251,Website Order,29/09/22,4000220393,Processed,658203,PTP MediBand (6.5kg Medium/Green),Fitness Accessories,63,1,33.76
41666581,Outbound Phone Order,29/11/22,4000228030,Processed,675042,Borgonovo Monaco Beer Glass 2 Pack (385ml),Glassware,63,1,33.76
41666581,Outbound Phone Order,29/11/22,4000228032,Processed,675042,Borgonovo Monaco Beer Glass 2 Pack (385ml),Glassware,63,1,33.76
41736134,Outbound Phone Order,30/09/22,4000220519,Processed,665377,Pheonix A-League Soccer Ball (Size 1),Ball Sports,64,1,34.29
41732274,Website Order,28/11/23,4000262838,Processed,665377,Pheonix A-League Soccer Ball (Size 1),Ball Sports,64,1,34.29
41665710,Website Order,19/05/23,4000242800,Processed,671853,Moose Mess Mat (Owl),Nursery & Preschool,64,1,34.29
41746082,Website Order,26/01/23,4000233966,Processed,673494,Hairy Maclary and Friends: How Do I Feel?,Childrens Books,64,1,34.29
41665956,Website Order,25/04/24,4000274859,Processed,673494,Hairy Maclary and Friends: How Do I Feel?,Childrens Books,64,1,34.29
41665201,Website Order,23/02/23,4000235744,Processed,673494,Hairy Maclary and Friends: How Do I Feel?,Childrens Books,64,1,34.29
41688172,Website Order,25/01/23,4000233803,Processed,673494,Hairy Maclary and Friends: How Do I Feel?,Childrens Books,64,1,34.29
41685083,Website Order,21/12/23,4000266526,Processed,675041,Borgonovo Excalibur DOF Glass 3 Pack (300ml),Glassware,65,1,34.83
41732985,Website Order,17/11/23,4000260618,Processed,677912,Baci Original Dark Chocolate 12pc Gift Box 150g,Food,65,1,34.83
41664290,Website Order,6/11/22,4000223904,Processed,672046,TacklePro 45degree Beak Hook Mixed 40pcs (6/0 & 8/0),Fishing,65,1,34.83
41666624,Website Order,31/10/22,4000223226,Processed,674620,Doog Neoprene Dog Collar (Small/Luna),Petware,65,1,34.83
41666624,Website Order,3/07/22,4000213131,Processed,672140,100%NZ Tea Towel (Hushed Green Tui),Kitchenware,65,1,34.83
41735953,Website Order,3/03/23,4000236403,Processed,674621,Doog Neoprene Dog Collar (Medium/Luna),Petware,65,1,34.83
41665246,Website Order,17/11/23,4000260761,Processed,676353,100%NZ Birds & Botanicals Tea Towel (Rifleman),Kitchenware,65,1,34.83
41679637,Website Order,16/08/22,4000216686,Processed,672141,100%NZ Tea Towel (NZ Native Birds),Kitchenware,65,1,34.83
41664538,Outbound Phone Order,7/12/23,4000264639,Processed,677912,Baci Original Dark Chocolate 12pc Gift Box 150g,Food,65,1,34.83
41666840,Website Order,16/11/22,4000225427,Processed,674637,Doog Neoprene Walkie Pouch (Black),Petware,65,1,34.83
41665544,Website Order,3/12/23,4000263914,Processed,677912,Baci Original Dark Chocolate 12pc Gift Box 150g,Food,65,1,34.83
41736172,Website Order,26/07/23,4000249140,Processed,675605,Holdson Snakes & Ladders,Games & Puzzles,65,1,34.83
41732564,Email Order,27/09/23,4000254779,Processed,678277,*Special Request* Bkk Harpax Offshore Jighead (1OZ 7/0),Fishing,66,1,35.36
41663962,Website Order,16/08/22,4000216693,Processed,672089,3sixT Pivot Car Window Mount,Mobile & Tablet Accessories,66,1,35.36
41665354,Website Order,7/12/23,4000264637,Processed,675751,Korjo RFID Passport Defender 2 Pack,Travel Accessories,66,1,35.36
41664388,Website Order,15/08/22,4000216572,Processed,656944,3SIXT Long Arm Window Mount,Mobile & Tablet Accessories,66,1,35.36
41746082,Website Order,19/06/23,4000245594,Processed,674888,Baa Baa Smart Sheep,Childrens Books,66,1,35.36
41665887,Website Order,6/12/23,4000264577,Processed,665377,Pheonix A-League Soccer Ball (Size 1),Ball Sports,66,1,35.36
41664596,Website Order,13/11/23,4000259748,Processed,672046,TacklePro 45degree Beak Hook Mixed 40pcs (6/0 & 8/0),Fishing,67,1,35.9
41663716,Website Order,19/12/22,4000231452,Processed,672065,Lonely Planet Kids - Games on the Go,Games & Puzzles,67,1,35.9
41665603,Website Order,27/02/23,4000235996,Processed,663419,ProMarine Dry Bag (20L),Boating,67,1,35.9
41719944,Website Order,28/09/22,4000220221,Processed,673494,Hairy Maclary and Friends: How Do I Feel?,Childrens Books,68,1,36.43
41732985,Website Order,5/05/24,4000275494,Processed,673494,Hairy Maclary and Friends: How Do I Feel?,Childrens Books,68,1,36.43
41665875,Website Order,20/11/22,4000226108,Processed,673492,My Bum is SO CHRISTMASSY: Dawn McMillan,Books,68,1,36.43
41666854,Website Order,30/04/23,4000241054,Processed,652254,Tour of New Zealand Board Game,Games & Puzzles,69,1,36.97
41665004,Website Order,17/09/22,4000219222,Processed,654875,Element Inspection Light with Magnetic Clip,Lamps & Torches,69,1,36.97
41665566,Website Order,28/03/23,4000238470,Processed,671506,Ecostore Rose Hand & Body Collection,Skin Care,69,1,36.97
41732564,Email Order,27/09/23,4000254779,Processed,678276,*Special Request* Bkk Harpax Offshore Jighead (2OZ 9/0),Fishing,69,1,36.97
41663738,Website Order,29/04/24,4000275067,Processed,677529,Swanndri Colombo Check Merino Sock (Red/Black Check),Apparel,69,1,36.97
41663738,Website Order,29/04/24,4000275067,Processed,677528,Swanndri Colombo Check Merino Sock (Blue/Black Check),Apparel,69,1,36.97
41685083,Website Order,21/12/23,4000266526,Processed,668464,Winmau Neutron Steel Tip Dart Set (22g),Darts,69,1,36.97
41686047,Website Order,17/10/23,4000256659,Processed,661427,Borgonovo Ducale Stemless Wine Glass Set of 4 (380ml),Glassware,69,1,36.97
41665710,Website Order,19/05/23,4000242800,Processed,672088,The Molly Woppy Gift Box,Food,69,1,36.97
41735109,Website Order,25/11/22,4000227166,Processed,672932,Gem Whitening Pen (4ml/Coconut Mint),Oral Care,69,1,36.97
41693663,Website Order,14/05/24,4000276118,Processed,677235,Lonely Planet: Pocket Bali,Books General,69,1,36.97
41742350,Website Order,1/12/22,4000228356,Processed,661427,Borgonovo Ducale Stemless Wine Glass Set of 4 (380ml),Glassware,69,1,36.97
41745381,Website Order,7/10/22,4000221137,Processed,661427,Borgonovo Ducale Stemless Wine Glass Set of 4 (380ml),Glassware,69,1,36.97
41664702,Website Order,2/12/22,4000228837,Processed,667269,Vorgee Dolphin Tinted Lens Goggle Junior (Assorted Colours),Water Sports,69,1,36.97
41665004,Website Order,22/02/24,4000270465,Processed,664944,Crayola Washable Super Tip Markers (20 Pack),Toys,35,2,37.51
41736053,Website Order,30/10/23,4000257871,Processed,663383,TacklePro Snapper Catcher Lumo 4pk Rigs (5/0),Fishing,70,1,37.51
41666855,Website Order,1/03/23,4000236257,Processed,675751,Korjo RFID Passport Defender 2 Pack,Travel Accessories,70,1,37.51
41666063,Website Order,1/11/23,4000258266,Processed,675604,Holdson Draughts,Games & Puzzles,70,1,37.51
41665164,Website Order,4/03/23,4000236442,Processed,673396,Finery 0% Sparkling Cocktail Mixed 8 Pack,Beverage,71,1,38.04
41677423,Website Order,5/01/23,4000232483,Processed,673396,Finery 0% Sparkling Cocktail Mixed 8 Pack,Beverage,71,1,38.04
41703242,Website Order,31/01/23,4000234255,Processed,657233,Wilson Men's Grip Plus Glove (White),Golf,71,1,38.04
41733998,Website Order,24/01/24,4000268492,Processed,656418,Cheese Board Rectangular,Kitchenware,71,1,38.04
41664522,Website Order,12/09/23,4000253411,Processed,670263,DeLonghi Espresso Glasses (Set of 2),Tea & Coffee,71,1,38.04
41664192,Website Order,17/10/23,4000256695,Processed,673282,Bartleet Pie Dish (28.5cm),Cookware,71,1,38.04
41666851,Website Order,28/11/23,4000262986,Processed,678857,Doog Fetchables Fetch-a-Disc (Yellow),Petware,71,1,38.04
41732986,Website Order,21/03/23,4000237830,Processed,673396,Finery 0% Sparkling Cocktail Mixed 8 Pack,Beverage,71,1,38.04
41666304,Website Order,25/09/23,4000254658,Processed,668608,Molly Woppy Cranberry Dark Choccy Chunk Artisan Cookies,Food,36,2,38.58
41664483,Outbound Phone Order,24/08/23,4000251879,Processed,672623,Back Country Cuisine Meal (Cooked Breakfast),Camp Cooking,72,1,38.58
41684822,Website Order,21/09/22,4000219510,Processed,667990,Where is it? A wildlife hunt for Kiwi Kids,Childrens Books,72,1,38.58
41732564,Email Order,27/09/23,4000254779,Processed,678268,*Special Request* Ocean Angler Secret Sauce For Softbaits - Pilchard,Fishing,72,1,38.58
41732564,Email Order,27/09/23,4000254779,Processed,678267,*Special Request* Ocean Angler Secret Sauce For Softbaits - Bloody Tuna,Fishing,72,1,38.58
41691488,Website Order,29/05/23,4000243595,Processed,670288,"A Bigger Digger: B Avison, C Smith",Childrens Books,72,1,38.58
41732985,Website Order,24/11/23,4000262227,Processed,674618,Doog Neoprene Dog Collar (Large/Lassie),Petware,72,1,38.58
41664290,Website Order,11/06/23,4000244643,Processed,661133,Retro Snakes & Ladders,Games & Puzzles,72,1,38.58
41664290,Website Order,6/11/22,4000223904,Processed,672047,TacklePro Octopus Circle Hook Selection Mixed 45 pcs (5/7),Fishing,72,1,38.58
41665980,Website Order,28/11/23,4000262714,Processed,671417,Korjo Waterproof Pouch,Water Sports,72,1,38.58
41683485,Website Order,10/10/22,4000221310,Processed,671287,Twinkle Twinkle Matariki,Childrens Books,72,1,38.58
41666126,Website Order,12/06/24,4000278602,Processed,678428,Generation Earth Recycled Laundry Bag (Black),Travel Accessories,72,1,38.58
41666063,Website Order,1/11/23,4000258266,Processed,661133,Retro Snakes & Ladders,Games & Puzzles,72,1,38.58
41736134,Website Order,25/10/22,4000222643,Processed,670026,Nee Naw and Friends: Ellie Copter,Books,73,1,39.11
41664621,Website Order,30/04/24,4000275157,Processed,679576,Burt's Bees Oatmeal Dog Conditioner w/ Colloidal Oat Flour & Honey,Petware,73,1,39.11
41732985,Website Order,24/07/22,4000214717,Processed,670026,Nee Naw and Friends: Ellie Copter,Books,73,1,39.11
41732985,Website Order,24/07/22,4000214717,Processed,661219,Kuwis Very Shiny Bum,Books,73,1,39.11
41683485,Website Order,10/10/22,4000221310,Processed,661218,Kuwis Huhu Hunt,Books,73,1,39.11
41664989,Website Order,20/12/22,4000231650,Processed,672088,The Molly Woppy Gift Box,Food,73,1,39.11
41666854,Website Order,30/04/23,4000241054,Processed,675605,Holdson Snakes & Ladders,Games & Puzzles,74,1,39.65
41736011,Website Order,20/05/24,4000276681,Processed,675605,Holdson Snakes & Ladders,Games & Puzzles,74,1,39.65
41664370,Website Order,26/02/23,4000235943,Processed,675605,Holdson Snakes & Ladders,Games & Puzzles,74,1,39.65
41666298,Website Order,11/09/22,4000218728,Processed,672065,Lonely Planet Kids - Games on the Go,Games & Puzzles,74,1,39.65
41688373,Website Order,5/11/22,4000223865,Processed,672065,Lonely Planet Kids - Games on the Go,Games & Puzzles,74,1,39.65
41692203,Outbound Phone Order,18/11/22,4000225850,Processed,667990,Where is it? A wildlife hunt for Kiwi Kids,Childrens Books,75,1,40.19
41666293,Website Order,29/11/22,4000228039,Processed,672391,Roxy Finish Line 2 Cap (Aqua),Headwear,75,1,40.19
41746082,Website Order,19/06/23,4000245594,Processed,675854,"Kiwi Went to Sea, Sea, Sea",Childrens Books,75,1,40.19
41746082,Website Order,19/06/23,4000245594,Processed,674715,Where Is It In Town? A Wildlife Hunt for Kiwi Kids,Childrens Books,75,1,40.19
41665786,Website Order,10/01/23,4000232831,Processed,671417,Korjo Waterproof Pouch,Water Sports,75,1,40.19
41664339,Website Order,10/11/22,4000224560,Processed,667990,Where is it? A wildlife hunt for Kiwi Kids,Childrens Books,75,1,40.19
41705251,Website Order,29/09/22,4000220393,Processed,667989,What Happened to the Moa,Childrens Books,75,1,40.19
41665963,Website Order,27/07/22,4000215073,Processed,658212,Spalding XS Golf Balls (Dozen/Yellow),Golf,76,1,40.72
41665963,Website Order,27/07/22,4000215073,Processed,658212,Spalding XS Golf Balls (Dozen/Yellow),Golf,76,1,40.72
41666539,Website Order,19/04/24,4000274464,Processed,677528,Swanndri Colombo Check Merino Sock (Blue/Black Check),Apparel,76,1,40.72
41665004,Website Order,17/09/22,4000219222,Processed,663430,Jarvis Walker 100pc Hook Pack,Fishing,76,1,40.72
